id,domain,functionalPurpose,technicalMethod,distributionMedium,discipline,mediaType,contentType,caseTitle,aiSummary
d663878c-a37e-4515-82bb-3be9908c33e6,news.sjtu.edu.cn,记录,拍摄,静图,综合交叉,摄影,团队场景,体育系党委学习会议,一群人围坐在会议室的桌子旁，认真听讲并做笔记，背景屏幕上显示着相关议题。
3bfa7132-3bdd-4bd7-aa57-09811b4661e8,smse.sjtu.edu.cn,记录,拍摄,静图,材料,摄影,群体肖像,六一亲子活动合影,一群大人和儿童在室内合影，背景有六一儿童节装饰，氛围温馨欢乐。
3e7e535e-67b2-44dc-a838-27357fe8a044,bme.sjtu.edu.cn,记录,拍摄,静图,工程,摄影,团队场景,青教赛经验分享会,会议室场景中两位人物就座，桌上有姓名牌、水杯及文具，背景为窗帘和办公椅
ab22c268-d30d-4825-8d95-31b0e59c1cd0,news.sjtu.edu.cn,记录,拍摄,静图,物理,摄影,群体肖像,科研团队合影,五位科研人员站在实验室设备前合影，背景为实验室内部结构。
7fd80dde-c472-47db-9cee-88f20722e12b,news.sjtu.edu.cn,记录,拍摄,静图,综合交叉,摄影,群体肖像,交大接待科技传播学会主席,两位穿着正式的人在会议室前握手，背景是上海交通大学的校徽。
60b4148a-ae0b-4947-be1c-e11595f3181d,me.sjtu.edu.cn,传播,拍摄,静图,材料,信息图,不确定,材料期刊标题页,《Advanced Materials》期刊文章标题页，显示标题、作者及DOI信息。
5f761988-cce7-4120-a1e6-a229b4e990f4,www.seiee.sjtu.edu.cn,记录,拍摄,静图,信息科学,摄影,单人肖像,行政办公室人员肖像,一位穿着深色外套的女性，背景为深色，双手交叠在身前。
8647687c-ca8b-4d0b-ad06-4758b7c5f16c,me.sjtu.edu.cn,传播,绘设,静图,工程,混合媒介,科普传播,学术新声沙龙海报,学术沙龙海报展示两位助理教授报告信息，含人物照片、时间地点及学院标识
c2b0882f-8281-4e48-bde4-109c64e8290d,www.cs.sjtu.edu.cn,解释,数据,静图,信息科学,信息图,数据结果,F5-TTS语音合成模型,展示F5-TTS语音合成模型的研究背景、解决方案及其影响力和应用。
5b69b0d5-f004-444d-85f4-63892a474dca,news.sjtu.edu.cn,记录,拍摄,静图,综合交叉,摄影,单人肖像,政绩观学习活动,一位女性站在投影屏幕前进行演讲，屏幕上显示的是关于政绩观的学习内容。
dffa40dd-da5f-4a17-a4ad-d93f66bbc4e4,smse.sjtu.edu.cn,解释,绘设,图组,材料,信息图,机制模型,剥离原理示意图,三部分示意图展示金属羟基氧化物通过氧化、应力作用和超声处理转化为胶体纳米片的过程。
9707f65f-0ba6-4c1c-a730-c6546d8818ca,imr.sjtu.edu.cn,传播,拍摄,静图,工程,摄影,群体肖像,超级博士后获奖者,展示七位博士后的肖像和姓名，背景为金色渐变，下方标注“2025年上海市‘超级博士后’激励计划获得者”。
5dd0196e-628d-4fb8-8541-50781a7584a1,msv.sjtu.edu.cn,记录,拍摄,静图,工程,摄影,团队场景,思源讲堂第七期,一张室内讲座的照片，显示一位演讲者站在讲台前，面对着坐在桌子旁的听众。
607474c8-fbc7-4225-95d0-651545b17ef6,cs.sjtu.edu.cn,展示,拍摄,静图,信息科学,摄影,单人肖像,计算机学院人员肖像,单人半身职业照，女性穿着浅蓝色条纹衬衫，背景为灰色。
82f980ad-47cd-4a5d-9c9f-6f636608cd54,bme.sjtu.edu.cn,传播,拍摄,静图,医学,摄影,科普传播,早筛项目现场,六人围坐桌旁，医护人员向民众展示医疗设备，场景明亮，似在医疗筛查现场。
ac53d543-ebeb-4c0a-8268-2caafc131869,cs.sjtu.edu.cn,解释,绘设,静图,信息科学,信息图,机制模型,交易平台机制图,图示了买家、卖家和平台之间的交易流程，包括价格和数量的传递以及交易成功的条件。
b5b1915e-6880-4d9a-83df-f249c24b19dc,oce.sjtu.edu.cn,展示,拍摄,静图,工程,摄影,实验设备,深远海养殖网箱,图片显示一艘大型蓝色和黄色的深远海养殖网箱船在海上作业。
979fde58-0bae-4ccd-819a-d2b67b16bd9e,bme.sjtu.edu.cn,记录,拍摄,静图,医学,摄影,实验过程,实验室工作场景,实验室工作人员穿着防护服在操作设备和处理样品。
702d24de-cfd6-469b-99cf-c366065c921a,oce.sjtu.edu.cn,记录,拍摄,静图,工程,摄影,实验设备,船舶实验室设备,实验室中大型橙色和蓝色金属实验设备，含框架、机械部件及管道，背景为工业环境。
93eed691-c0da-401c-aa99-e1e43793b396,www.aero.sjtu.edu.cn,记录,拍摄,静图,工程,摄影,群体肖像,空天师生运动会风采,一群身着白上衣黑裤子的人在红色跑道上奔跑，挥舞蓝白色气球，背景蓝天白云，右下角有运动会标志。
9e767c67-c0e9-4320-9f11-874c9588f77e,sese.sjtu.edu.cn,记录,拍摄,静图,环境科学,摄影,单人肖像,大会发言场景,一位科研人员在第一届可持续发展与资源循环大会讲台上发言，背景为紫色屏幕，显示会议名称及合作机构标识。
ab851afa-28d9-4cbe-a501-337cad4d03d4,msv.sjtu.edu.cn,记录,拍摄,静图,信息科学,摄影,单人肖像,脑机接口学术报告,一位教授站在讲台前进行演讲，背景屏幕上显示关于脑机接口及其医疗应用的研究信息。
013c729c-2d3c-48b4-9b39-24c46aa75e6e,sese.sjtu.edu.cn,记录,拍摄,静图,环境科学,摄影,单人肖像,大会嘉宾致辞,一位戴眼镜的男士在蓝色讲台后发言，背景为紫色屏幕，讲台印有大会名称及机构Logo。
9b65ce52-6b7d-4bfb-b590-3cfeeeb431cf,bme.sjtu.edu.cn,传播,绘设,静图,物理,信息图,科普传播,拉曼光学暑期学校,蓝色背景海报展示首届生物医学拉曼光学国际暑期学校信息，含校徽、标题、时间地点及赞助商标志。
9b0569dd-f069-40c5-b4fe-5769683215cd,www.aero.sjtu.edu.cn,记录,拍摄,静图,工程,摄影,团队场景,航空调研团队合影,多位科研人员在航空航天主题背景板前合影，背景有飞机图案和'报国为先 创新为魂'等标语。
803fa374-298f-4b0c-9cbe-02e8efcae7dd,www.seiee.sjtu.edu.cn,传播,拍摄,静图,信息科学,摄影,不确定,纸张文档特写,模糊的纸张特写，多页纸张堆叠，边缘有黄色线条，纸面文字不清晰，背景为蓝色调。
3967c64e-d87d-4809-ba8c-b5b59fec8676,sese.sjtu.edu.cn,数据,数据,图组,环境科学,数据可视化,数据结果,环境热力分布图,两张城市区域热力图，颜色从蓝到红表示环境数据分布，含道路网络和点状标记
822ba1d6-5ece-409e-9b05-3982da936495,cs.sjtu.edu.cn,记录,拍摄,静图,信息科学,摄影,单人肖像,行政人员正式肖像,一位戴眼镜的男性身着灰色西装与黑色衬衫，背景为灰色，呈现正式半身肖像。
17a8a66f-64ae-4310-af8b-3727d4338f9a,smse.sjtu.edu.cn,数据,数据,图组,材料,混合媒介,数据结果,热辐射超材料性能图,多子图科研图表，展示热辐射超材料的实物、显微结构、光谱性能及户外测试数据。
49bd8dff-3b09-46ad-83fe-bcfd3354f79b,cs.sjtu.edu.cn,传播,拍摄,静图,信息科学,摄影,科普传播,交大校园日落全景,上海交通大学校园全景，湖泊映衬绿树与建筑群，日落时分天空呈现暖橙色渐变。
94a5b37a-9ba7-4487-8fc4-99ed8c286270,me.sjtu.edu.cn,解释,绘设,静图,工程,信息图,机制模型,四足机器人全链路方案,图示刚柔耦合四足机器人全链路一体化实现方案，包括腿足机构、力学建模、求解算法、力感知和仿真训练。
c6d00a8e-a992-47e1-8fd2-8b2b7c8f06af,oce.sjtu.edu.cn,传播,拍摄,静图,工程,摄影,实验设备,海洋工程水池实验,大型室内水池中波浪翻涌，两侧配备实验设备，用于船舶与海洋结构物水动力学测试。
aa37e69f-c81b-44ba-90da-f3528e86673c,sese.sjtu.edu.cn,解释,绘设,静图,环境科学,信息图,数据结果,环保数据可视化专题,展示多个环保数据可视化的模块，包括环保规划目标、库兹涅兹曲线、产业环境经济效率等。
6a478553-3081-472e-95dd-37f0a0df29d4,imr.sjtu.edu.cn,记录,拍摄,静图,信息科学,摄影,群体肖像,第三届睿远青年科技奖颁奖,一群穿着西装的人站在红毯上，手持奖牌和证书，背景是颁奖仪式的横幅。
ca2408fd-56db-474b-b024-aa21f6d41c79,oce.sjtu.edu.cn,记录,拍摄,静图,工程,摄影,群体肖像,论证会合影留念,一群科研人员在室内合影，多人竖起大拇指，背景有楼梯和'船建'标识，氛围积极。
737c3ef7-a6b5-4507-89e3-e48ac445ea57,ime.sjtu.edu.cn,记录,拍摄,静图,工程,摄影,单人肖像,吕海宁研究员肖像,一位穿着西装、打着领带的男性站在灰色背景前，双臂交叉。
3348fcad-758b-488a-a919-4aa176236e59,ime.sjtu.edu.cn,记录,拍摄,静图,综合交叉,摄影,群体肖像,校企合作签约,多位科研人员在会议室合影，背景屏幕显示“上海交通大学-广州海洋地质调查局战略合作签约仪式”。
56a07f76-fced-48fc-a511-1317da80de03,loct.sjtu.edu.cn,记录,拍摄,静图,材料,摄影,单人肖像,科研人员肖像,一位穿着西装的男性半身肖像，背景为灰色。
bdeb7c9b-3b46-48c1-bbef-50b7b83d45ad,me.sjtu.edu.cn,传播,绘设,静图,工程,信息图,科普传播,学术沙龙第十三期,学术沙龙宣传海报，含两位报告人照片、燃烧实验装置和机械手图像，介绍2026年6月3日学术报告信息。
f3356b04-5289-4ca0-ba2d-4da56f0b737f,ime.sjtu.edu.cn,记录,拍摄,静图,工程,摄影,群体肖像,校运会合影,一群人在运动会上合影，背景是上海交通大学第51届运动会的标语。
15f50544-5754-4c00-a212-4946ab0ad8f5,soo.sjtu.edu.cn,记录,拍摄,静图,工程,摄影,单人肖像,曹军军个人肖像,一位穿着深色西装和白色衬衫的男性正面肖像，背景为纯白色。
8ff3bee2-cf1e-459a-9473-d97ed108976f,news.sjtu.edu.cn,记录,拍摄,静图,工程,摄影,群体肖像,深海采矿车团队合影,一群穿着工作服和安全帽的人在海上平台上合影，背景有起重机和设备。
1602bccc-a149-4fca-ab55-fffd46c7437b,bme.sjtu.edu.cn,记录,拍摄,静图,医学,摄影,团队场景,教学座谈会现场,会议室中多人围坐长桌参加教学座谈会，前方投影屏幕显示会议主题，桌上摆放水瓶和文件
58dabade-54f1-44ff-b83c-3d09135a08d8,bme.sjtu.edu.cn,记录,拍摄,静图,医学,摄影,团队场景,健康委会议现场,会议室中多人围坐会议桌，背景有卫生健康委员会横幅和党建标语。
0db40aca-7543-41a5-8016-bc9f27c3168d,news.sjtu.edu.cn,记录,拍摄,静图,生命科学,摄影,单人肖像,David Sherwood教授肖像,一位穿着白色T恤和蓝色开衫的男性站在浅色背景前，双臂交叉微笑。
2cb6e1e5-5533-4a92-81c4-08966bf5bbf8,speit.sjtu.edu.cn,记录,拍摄,静图,信息科学,摄影,团队场景,学院师生赴中兴通讯参访,一张会议室的照片，多人围坐在长桌旁进行交流，桌上摆放着文件和水瓶。
4245b82b-bbf2-482a-b79c-1a5f78f2d95a,pharm.sjtu.edu.cn,传播,拍摄,静图,医学,摄影,单人肖像,眼病长效药物递送系统,一张科研讲座海报，包含演讲者照片、讲座主题、时间和地点等信息。
3da58c2b-9aea-4367-a3a3-1ddf78a7db31,ime.sjtu.edu.cn,记录,拍摄,静图,工程,摄影,群体肖像,干部任职宣布会,一张会议室的照片，多人围坐在长桌旁，背景屏幕上显示会议主题。
3f93d9c9-85fd-4df4-8241-271d67fd6125,loct.sjtu.edu.cn,记录,拍摄,静图,物理,摄影,单人肖像,光纤传感学术讲座,两位教授的肖像和学术讲座信息，涉及光纤传感和海底光缆地震监测。
6f8bf0e5-00de-4097-9380-3c2fc75c894d,news.sjtu.edu.cn,解释,绘设,静图,生命科学,信息图,机制模型,肝细胞保护HSPC基因组,图示了肝细胞通过分泌Fetuin-A蛋白保护造血干祖细胞基因组稳定性的机制。
06eb4221-34bf-4ce3-93d5-bfb6943b61be,www.seiee.sjtu.edu.cn,解释,绘设,静图,工程,信息图,机制模型,工程科学第二学部组织架构,图示了工程科学第二学部的组织架构，包括电子信息与电气工程学院、电气工程学院等五个学院。
89d53a58-b976-4ed7-b316-b1fe95dd9051,ime.sjtu.edu.cn,记录,拍摄,静图,工程,摄影,单人肖像,吴兵研究员肖像,一张穿着西装打着领带的男性半身肖像照片。
56bfe687-386a-4410-b992-c7cdd4287edd,imr.sjtu.edu.cn,传播,拍摄,静图,工程,摄影,团队场景,柔性医疗机器人论坛,会议现场，观众席和演讲台，大屏幕显示演讲者信息和论坛主题。
366dafc5-279d-48d7-8bdc-02e0cc2f5b7a,www.aero.sjtu.edu.cn,记录,拍摄,静图,工程,摄影,单人肖像,追思顾诵芬学长现场,大屏幕显示顾诵芬学长讲课黑白照片，前方摆放鲜花、纸飞机和书籍，背景有航空主题文字。
52c0e240-70d0-47f3-8199-2a51e34c7beb,www.aero.sjtu.edu.cn,记录,拍摄,静图,工程,摄影,群体肖像,空天师生运动会风采,一群人在运动场草地上整齐排列做集体操，穿着白、蓝、红等色服装，双臂伸展，背景有跑道。
3d8c6844-d6ae-47ec-a9cc-fd5f801221e2,www.seiee.sjtu.edu.cn,展示,拍摄,静图,信息科学,摄影,单人肖像,学者风采肖像,一位身着深色西装、白色衬衫和花纹领带的男性学者半身照，背景为深灰色渐变
69dd7bfc-139f-4902-9403-44cdf14f1959,soo.sjtu.edu.cn,记录,拍摄,静图,工程,摄影,单人肖像,连琏教授肖像,一位穿着条纹上衣的女性站在黄色背景前，双臂交叉，面带微笑。
04d8ed80-6674-49cf-a693-15ca09c269d9,news.sjtu.edu.cn,记录,拍摄,静图,工程,摄影,群体肖像,500MW光伏电站建成,一群人在大型光伏电站前合影，背景有电站设施和标语。
b63e4fc0-78bb-432b-a034-3a9f1a6594f3,tdli.sjtu.edu.cn,传播,绘设,静图,综合交叉,信息图,科普传播,李政道研究所发展基金,一张宣传海报，背景为红色抽象图案，左侧有文字介绍李政道研究所发展基金，并附有二维码供捐款。
3731186d-d1f3-4a4f-9b2a-370a07e46df3,www.seiee.sjtu.edu.cn,记录,拍摄,静图,信息科学,摄影,实验过程,编程工作场景,一个人正在使用笔记本电脑，手放在键盘上，屏幕显示代码编辑器。
e165025b-e707-4db5-9419-dfec98f7ec7b,oce.sjtu.edu.cn,展示,拍摄,静图,工程,摄影,实验设备,风洞循环水槽设备,一张大型实验室内部的照片，显示了风洞循环水槽设备，包括蓝色的水槽和绿色的管道。
85c374b7-5ea8-407b-bd13-f1c7760df700,tdli.sjtu.edu.cn,展示,拍摄,静图,物理,摄影,不确定,李政道研究所2022年报,一张色彩鲜艳的年报封面，显示了“2022年度报告”和“李政道研究所”的字样。
59af0ae3-0b23-445f-8699-a9e0206d00bf,me.sjtu.edu.cn,展示,拍摄,静图,工程,摄影,不确定,校园风光展示,这张图展示了上海交通大学闵行校区的建筑群，蓝天白云下，建筑物现代而整洁，前景有盛开的樱花树。
8d8be4a2-013b-4184-a58c-21bbc78c46c5,www.seiee.sjtu.edu.cn,展示,拍摄,静图,信息科学,摄影,不确定,电院建筑与樱花,红色砖墙建筑，墙上标有“电院”字样和校徽，前景有粉色花朵点缀。
a91fb5dc-d73c-4508-bd2d-c5f4357251a8,me.sjtu.edu.cn,展示,拍摄,静图,工程,摄影,实验设备,机器人递送甜点,机器人手臂递送一个装有奶油和草莓的小蛋糕给一个人。
5d48a84f-c7b8-4709-a42e-8557272114da,www.aero.sjtu.edu.cn,记录,拍摄,静图,工程,摄影,科普传播,纸飞机寄哀思,特写镜头中白色纸飞机手写'沉痛缅怀顾老'，置于木质背景前，表达追思之情。
f7bfd823-571f-4da1-aa9f-9afaccdef948,me.sjtu.edu.cn,展示,拍摄,静图,工程,摄影,不确定,交大机械学院建筑,这是一张现代建筑的照片，展示了上海交通大学机械与动力工程学院的建筑外观。
682bc508-45af-45bf-bf8b-df33d86883dc,bme.sjtu.edu.cn,记录,拍摄,静图,医学,摄影,团队场景,筛查培训会现场,会议现场，大屏幕显示河南省结直肠癌筛查培训班信息，多人参会聆听演讲。
6fe071e3-fb66-416c-8624-934d083dbcde,www.agri.sjtu.edu.cn,记录,拍摄,静图,生命科学,摄影,数据结果,优秀毕业生评审结果,一张公示文件的照片，内容为农业与生物学院2026届研究生优秀毕业生评审结果。
4f9bb0ff-8949-4463-bd30-85cc634c2879,sese.sjtu.edu.cn,解释,绘设,静图,环境科学,手绘图,机制模型,藻-水-泥培养体系,科研示意图展示三种实验装置：烧杯（时间序列研究）、柱状装置（垂直浓度研究）和恒温暗培养浴，含藻粉、湖水及沉积物。
b20f3942-e6fd-4af5-a853-2db6d10d1889,www.seiee.sjtu.edu.cn,展示,拍摄,静图,信息科学,摄影,不确定,学术书架特写,书架上堆叠着多本书籍，其中一本显眼的书脊印有'GREAT ARCHITECTS'字样，整体色调偏冷。
a2fbb55f-e324-4561-b2cc-40a9a5eb468a,news.sjtu.edu.cn,解释,数据,静图,材料,数据可视化,数据结果,钙钛矿光伏模组性能测试,显示了30 cm × 30 cm钙钛矿光伏模组的电流-电压特性曲线及关键参数。
f793a31d-36c2-4268-9350-12bd6c853aef,sese.sjtu.edu.cn,传播,拍摄,静图,环境科学,摄影,单人肖像,致敬最美科技工作者,一位老年男性手持绿叶蔬菜，背景为科技感图案，文字介绍其为环境学院教授
b2b07456-aae0-4daa-b8b3-baf1b9e9641b,smse.sjtu.edu.cn,解释,成像,静图,材料,显微图,微观样本,磁体变形显微过程,图中展示钕铁硼磁体高温塑性变形过程，含初始、10%和50%高度减少时的晶粒结构显微图像及示意图。
cee6bc38-854b-487c-88f1-f5893a5db3dc,tdli.sjtu.edu.cn,解释,绘设,静图,物理,信息图,机制模型,李政道研究所科研版图,展示了李政道研究所的科研版图，包括实验平台和前进观测基地的位置及功能介绍。
3b9808a3-7c46-4bd9-9a72-d3bb67e0ceab,sklcm.sjtu.edu.cn,记录,拍摄,静图,材料,摄影,团队场景,金属基复合材料实验室会议,一张会议现场的照片，显示多位科研人员坐在会议桌旁，背景是大型屏幕显示会议信息。
ccc5f170-a50d-47b7-9cf6-3e2a37edf2c1,news.sjtu.edu.cn,解释,绘设,静图,信息科学,信息图,机制模型,自动驾驶奖励设计流程,图示了自动驾驶强化学习奖励设计的三个步骤，包括碰撞数据标注、责任分配模型训练和自主驾驶代理训练。
c79252bc-f5e5-43cc-8478-031744fd7fe7,smse.sjtu.edu.cn,记录,成像,图组,材料,显微图,微观样本,镍钛合金时效微观结构,多幅透射电镜显微图像展示镍钛合金在不同时效时间下的微观结构及晶体衍射图案。
7ca9e429-90e7-41cc-8089-c82b59949711,www.agri.sjtu.edu.cn,记录,拍摄,静图,生命科学,摄影,单人肖像,研究生代表大会,一位穿着白色衬衫和黑色领带的人站在讲台前讲话，背景是红色和白色的屏幕，显示着会议名称。
7b7ba760-084f-4167-968a-adf24cab2c74,news.sjtu.edu.cn,记录,拍摄,静图,综合交叉,摄影,团队场景,干部培训专题党课,一张会议室的照片，许多人坐在桌子旁听讲座，前方有投影屏幕显示文字。
c72912cb-7ea8-4b74-9f6b-7095e5a4ed21,ime.sjtu.edu.cn,记录,拍摄,静图,工程,摄影,群体肖像,长兴实验室交流合影,一群人在长兴海洋实验室前合影，背景有上海交通大学和长兴海洋实验室的标志。
5ebd8061-b925-406b-8e8d-074434f20c67,oce.sjtu.edu.cn,记录,拍摄,静图,工程,摄影,团队场景,隧道工程论证会,会议现场照片，多人围坐长桌讨论，背景屏幕显示项目论证会信息
0cf83c7c-fd7e-4dde-8715-b8e32c61748f,oce.sjtu.edu.cn,展示,拍摄,静图,工程,摄影,实验设备,空泡水筒实验设备,大型蓝色空泡水筒实验设备，带有四个透明观察窗，置于宽敞的实验室中。
1aaf9b75-f3f3-489b-be0d-d3c61f3c96bc,sese.sjtu.edu.cn,数据,数据,静图,化学,混合媒介,数据结果,低铂催化剂电解水性能图,图a为电流密度-电压曲线对比，图b展示电压稳定性测试及电解槽设备照片。
8905bd13-c2f5-4ee1-b782-3b129c23cc89,sese.sjtu.edu.cn,解释,数据,图组,化学,数据可视化,机制模型,催化机理研究图,多子图科学图表，含X射线光谱、XPS、拉曼光谱及反应机理示意图，展示催化剂性能数据。
84c1090f-db07-4a98-bd7f-1a792d3805b1,www.aero.sjtu.edu.cn,传播,拍摄,静图,生命科学,摄影,团队场景,脑科学亲子科普活动,一群孩子和成人围在显微镜旁，在实验室中参与脑科学科普活动。
d1418dda-83c3-4407-95a1-b1cb41471a6a,speit.sjtu.edu.cn,解释,绘设,静图,信息科学,信息图,机制模型,内外孪生机算法示意图,图示展示了三种算法（Algorithm 1、2、3）在内外自动编码器（Inner AE和Outer AE）中的应用，涉及隐空间对齐和MMD对齐。
4db7eed9-cbd7-42c7-b268-c6fd2fad3cc8,sese.sjtu.edu.cn,解释,数据,静图,环境科学,信息图,数据结果,溴化废塑料脱卤回收,这张图展示了零价铁-分子筛光热材料在太阳光驱动下对溴化废塑料进行脱卤与升级回收的研究结果，包括材料表征、反应过程和性能分析。
a9daa0ab-b806-41b8-bb77-4a5b6a664fe1,www.aero.sjtu.edu.cn,记录,数据,静图,工程,数据可视化,数据结果,博士论文评审结果,表格展示了五篇博士论文的详细信息，包括作者姓名、学位授予单位、论文题目、毕业年限和评审结果。
ddd07ef6-a3e5-4534-b803-624ae4e693c3,pharm.sjtu.edu.cn,传播,绘设,静图,综合交叉,信息图,科普传播,党建学习教育,红色背景上金色建筑轮廓，上方有上海交通大学药学院标志和文字“深入贯彻中央八项规定精神学习教育”。
dc85b96f-23d9-4f6c-a73f-7c66fa60804e,sese.sjtu.edu.cn,数据,数据,静图,环境科学,数据可视化,数据结果,全球铜尾矿分布图,世界地图展示全球铜尾矿分布，标注主要国家尾矿量，颜色深浅表示数量差异。
c805ca6b-b2bd-4bc8-a35e-5c07b8241c4c,ime.sjtu.edu.cn,解释,绘设,静图,工程,信息图,机制模型,海洋装备研究院组织架构,这是一张展示船舶与海洋工程特种装备和动力系统国家工程研究中心组织架构的信息图。
0d578b94-b654-4481-b43b-7277d4f8283b,sese.sjtu.edu.cn,数据,数据,图组,环境科学,数据可视化,数据结果,藻源有机质分解氮循环数据图,五子图折线图展示藻源有机质分解过程中溶解氧、总氮及形态氮浓度随时间变化
81c8f245-868c-4053-861f-fff7eebaa75b,ime.sjtu.edu.cn,传播,绘设,静图,不确定,手绘图,绘画肖像,手绘五角星,这是一幅手绘的黄色五角星图案，边缘有橙色轮廓。
0183b975-6100-4d18-a36d-bdec7bae30b7,bme.sjtu.edu.cn,解释,拍摄,静图,工程,摄影,实验设备,微型光学力传感器,图中显示一个手指握着一根细长的传感器，背景为白色。
3a75e105-57aa-42c1-b7f9-2056acae4815,bme.sjtu.edu.cn,记录,拍摄,静图,医学,摄影,单人肖像,青教赛经验分享会,一位戴口罩的男性坐在桌前使用笔记本电脑，背景有设备柜和屏幕，桌上摆放水瓶和饮料。
9608aa2d-b34b-4d50-b756-fa8ab4d92884,oce.sjtu.edu.cn,传播,绘设,静图,工程,信息图,科普传播,旭华讲坛标志,图中展示了上海交通大学船舶海洋与建筑工程学院的“旭华讲坛”标志，背景为紫色和蓝色渐变的波浪图案。
59e20eea-77fc-435d-b7c9-0a9b79ec1252,sese.sjtu.edu.cn,数据,数据,图组,环境科学,数据可视化,数据结果,环境大数据分析图表,多图表组合展示环境大数据分析，含概率模型、变量相关性条形图和时间序列预测图。
9fbf0381-2fb8-4c99-a5e1-c60786585a7c,www.physics.sjtu.edu.cn,传播,绘设,静图,物理,信息图,科普传播,强流重离子加速器前沿创新,这张图展示了上海交通大学物理与天文学院第509期Colloquium的演讲者简介和摘要，背景为科技感十足的设计。
aee9f56a-c17a-49de-97ac-ce26de5d0c88,sese.sjtu.edu.cn,记录,拍摄,静图,环境科学,摄影,单人肖像,大会发言场景记录,一位男士在第一届可持续发展与资源循环大会讲台上发言，背景为紫色屏幕，讲台印有会议名称及主办单位标识。
